12 Nov 2019 - 12:45:00.000,blah_b,blah_c,1231,12345678902,blah_d,44,attr_bearing,0.767944871,234,attr_trackNumber,3000,4000,500
12 Nov 2019 - 12:45:00.000,blah_b,blah_c,1232,12345678903,blah_d,88,attr_bearing,1.535889742,235,attr_trackNumber,3001,4000,500
12 Nov 2019 - 12:45:00.000,blah_b,blah_c,1233,12345678904,blah_d,120,attr_bearing,2.094395102,236,attr_trackNumber,3002,4000,500
12 Nov 2019 - 12:45:35.000,blah_b,blah_c,1234,12345678902,blah_d,46.69631713,attr_bearing,0.815004483,237,attr_trackNumber,3000,4000,500
12 Nov 2019 - 12:45:35.000,blah_b,blah_c,1235,12345678903,blah_d,88.22869039,attr_bearing,1.539881142,238,attr_trackNumber,3001,4000,500
12 Nov 2019 - 12:45:35.000,blah_b,blah_c,1236,12345678904,blah_d,120.7186341,attr_bearing,2.106937634,239,attr_trackNumber,3002,4000,500
12 Nov 2019 - 12:46:10.000,blah_b,blah_c,1237,12345678902,blah_d,48.9780838,attr_bearing,0.854828824,240,attr_trackNumber,3000,4000,500
12 Nov 2019 - 12:46:10.000,blah_b,blah_c,1238,12345678903,blah_d,91.30286229,attr_bearing,1.593535563,241,attr_trackNumber,3001,4000,500
12 Nov 2019 - 12:46:10.000,blah_b,blah_c,1239,12345678904,blah_d,125.1554364,attr_bearing,2.184374442,242,attr_trackNumber,3002,4000,500
12 Nov 2019 - 12:46:45.000,blah_b,blah_c,1241,12345678903,blah_d,93.71321229,attr_bearing,1.635604107,244,attr_trackNumber,3001,4000,500
12 Nov 2019 - 12:46:45.000,blah_b,blah_c,1242,12345678904,blah_d,127.6129025,attr_bearing,2.227265317,245,attr_trackNumber,3002,4000,500
12 Nov 2019 - 12:47:20.000,blah_b,blah_c,1243,12345678902,blah_d,55.61757029,attr_bearing,0.970709724,246,attr_trackNumber,3000,4000,500
12 Nov 2019 - 12:47:20.000,blah_b,blah_c,1244,12345678903,blah_d,94.56663966,attr_bearing,1.650499225,247,attr_trackNumber,3001,4000,500
12 Nov 2019 - 12:47:20.000,blah_b,blah_c,1245,12345678904,blah_d,129.9949415,attr_bearing,2.268839741,248,attr_trackNumber,3002,4000,500
12 Nov 2019 - 12:47:55.000,blah_b,blah_c,1246,12345678902,blah_d,60.54376984,attr_bearing,1.056688125,249,attr_trackNumber,3000,4000,500
12 Nov 2019 - 12:47:55.000,blah_b,blah_c,1247,12345678903,blah_d,97.50102052,attr_bearing,1.701713832,250,attr_trackNumber,3001,4000,500
12 Nov 2019 - 12:47:55.000,blah_b,blah_c,1248,12345678904,blah_d,134.4503593,attr_bearing,2.34660145,251,attr_trackNumber,3002,4000,500
12 Nov 2019 - 12:48:30.000,blah_b,blah_c,1249,12345678902,blah_d,61.13091901,attr_bearing,1.066935811,252,attr_trackNumber,3000,4000,500
12 Nov 2019 - 12:48:30.000,blah_b,blah_c,1251,12345678904,blah_d,135.1096642,attr_bearing,2.358108491,254,attr_trackNumber,3002,4000,500
12 Nov 2019 - 12:49:05.000,blah_b,blah_c,1252,12345678902,blah_d,61.70741457,attr_bearing,1.076997557,255,attr_trackNumber,3000,4000,500
12 Nov 2019 - 12:49:05.000,blah_b,blah_c,1253,12345678903,blah_d,100.9947037,attr_bearing,1.762690106,256,attr_trackNumber,3001,4000,500
12 Nov 2019 - 12:49:05.000,blah_b,blah_c,1254,12345678904,blah_d,137.3595096,attr_bearing,2.397375701,257,attr_trackNumber,3002,4000,500
12 Nov 2019 - 12:49:40.000,blah_b,blah_c,1255,12345678902,blah_d,64.24271915,attr_bearing,1.12124697,258,attr_trackNumber,3000,4000,500
12 Nov 2019 - 12:49:40.000,blah_b,blah_c,1256,12345678903,blah_d,103.3981219,attr_bearing,1.804637668,259,attr_trackNumber,3001,4000,500
12 Nov 2019 - 12:49:40.000,blah_b,blah_c,1257,12345678904,blah_d,137.631807,attr_bearing,2.402128187,260,attr_trackNumber,3002,4000,500
12 Nov 2019 - 12:50:15.000,blah_b,blah_c,1258,12345678902,blah_d,69.0176475,attr_bearing,1.204585191,261,attr_trackNumber,3000,4000,500
12 Nov 2019 - 12:50:15.000,blah_b,blah_c,1259,12345678903,blah_d,104.3237645,attr_bearing,1.820793178,262,attr_trackNumber,3001,4000,500
12 Nov 2019 - 12:50:15.000,blah_b,blah_c,1260,12345678904,blah_d,140.0802016,attr_bearing,2.444860735,263,attr_trackNumber,3002,4000,500
12 Nov 2019 - 12:50:50.000,blah_b,blah_c,1261,12345678902,blah_d,73.13724562,attr_bearing,1.276485742,264,attr_trackNumber,3000,4000,500
12 Nov 2019 - 12:50:50.000,blah_b,blah_c,1262,12345678903,blah_d,108.4494215,attr_bearing,1.892799477,265,attr_trackNumber,3001,4000,500
12 Nov 2019 - 12:50:50.000,blah_b,blah_c,1263,12345678904,blah_d,144.7741214,attr_bearing,2.526785089,266,attr_trackNumber,3002,4000,500
