12 Nov 2019 - 12:45:00.000,blah_a,blah_b,44,12345678901,attr_bearing,0.09817477,e45,attr_countryAbbreviation,,attr_course,0.383972435,89,attr_latitude,0,45,attr_longitude,0,attr_speed,2,attr_trackNumber,3003
12 Nov 2019 - 12:45:00.000,blah_a,blah_b,55,12345678902,attr_bearing,0.09817477,e46,attr_countryAbbreviation,,attr_course,0.575958653,89.5,attr_latitude,-0.786514804,45.1,attr_longitude,0.787143493,attr_speed,4,attr_trackNumber,3002
12 Nov 2019 - 12:45:00.000,blah_a,blah_b,33,12345678903,attr_bearing,0.09817477,e47,attr_countryAbbreviation,GBR,attr_course,0.767944871,89.6,attr_latitude,-0.788249269,45.3,attr_longitude,0.790634151,attr_speed,6,attr_trackNumber,1
12 Nov 2019 - 12:45:00.000,blah_a,blah_b,22,12345678904,attr_bearing,0.09817477,e48,attr_countryAbbreviation,FRA,attr_course,0.959931089,89.2,attr_latitude,-0.789436906,45.4,attr_longitude,0.79237948,attr_speed,8,attr_trackNumber,3000
12 Nov 2019 - 12:45:40.000,blah_a,blah_b,43.98,12345678901,attr_bearing,0.09817477,e49,attr_countryAbbreviation,,attr_course,0.403972435,89.02,attr_latitude,0,0,attr_longitude,0,attr_speed,2.2,attr_trackNumber,3003
12 Nov 2019 - 12:45:40.000,blah_a,blah_b,54.98,12345678902,attr_bearing,0.09817477,e50,attr_countryAbbreviation,,attr_course,0.595958653,89.52,attr_latitude,-0.792245304,45.07,attr_longitude,0.786619894,attr_speed,4.2,attr_trackNumber,3002
12 Nov 2019 - 12:45:40.000,blah_a,blah_b,32.98,12345678903,attr_bearing,0.09817477,e51,attr_countryAbbreviation,GBR,attr_course,0.787944871,89.62,attr_latitude,-0.79372749,45.27,attr_longitude,0.790110552,attr_speed,6.2,attr_trackNumber,1
12 Nov 2019 - 12:45:40.000,blah_a,blah_b,21.98,12345678904,attr_bearing,0.09817477,e52,attr_countryAbbreviation,FRA,attr_course,0.979931089,89.22,attr_latitude,-0.795437926,45.37,attr_longitude,0.791855882,attr_speed,8.2,attr_trackNumber,3000
12 Nov 2019 - 12:46:20.000,blah_a,blah_b,43.96,12345678901,attr_bearing,0.09817477,e53,attr_countryAbbreviation,,attr_course,0.423972435,89.04,attr_latitude,0,44.94,attr_longitude,0,attr_speed,2.4,attr_trackNumber,3003
12 Nov 2019 - 12:46:20.000,blah_a,blah_b,54.96,12345678902,attr_bearing,0.09817477,e54,attr_countryAbbreviation,,attr_course,0.615958653,89.54,attr_latitude,-0.798147053,45.04,attr_longitude,0.786096295,attr_speed,4.4,attr_trackNumber,3002
12 Nov 2019 - 12:46:20.000,blah_a,blah_b,32.96,12345678903,attr_bearing,0.09817477,e55,attr_countryAbbreviation,GBR,attr_course,0.807944871,89.64,attr_latitude,-0.798889504,45.24,attr_longitude,0.789586954,attr_speed,6.4,attr_trackNumber,1
12 Nov 2019 - 12:46:20.000,blah_a,blah_b,21.96,12345678904,attr_bearing,0.09817477,e56,attr_countryAbbreviation,FRA,attr_course,0.999931089,89.24,attr_latitude,-0.800836429,45.34,attr_longitude,0.791332283,attr_speed,8.4,attr_trackNumber,3000
12 Nov 2019 - 12:47:00.000,blah_a,blah_b,43.94,12345678901,attr_bearing,0.09817477,e57,attr_countryAbbreviation,,attr_course,0.443972435,89.06,attr_latitude,0,44.91,attr_longitude,0,attr_speed,2.6,attr_trackNumber,3003
12 Nov 2019 - 12:47:00.000,blah_a,blah_b,54.94,12345678902,attr_bearing,0.09817477,e58,attr_countryAbbreviation,,attr_course,0.635958653,89.56,attr_latitude,-0.804305182,45.01,attr_longitude,0.785572696,attr_speed,4.6,attr_trackNumber,3002
12 Nov 2019 - 12:47:00.000,blah_a,blah_b,32.94,12345678903,attr_bearing,0.09817477,e59,attr_countryAbbreviation,GBR,attr_course,0.827944871,89.66,attr_latitude,-0.804455991,45.21,attr_longitude,0.789063355,attr_speed,6.6,attr_trackNumber,1
12 Nov 2019 - 12:47:00.000,blah_a,blah_b,21.94,12345678904,attr_bearing,0.09817477,e60,attr_countryAbbreviation,FRA,attr_course,1.019931089,89.26,attr_latitude,-0.804711276,45.31,attr_longitude,0.790808684,attr_speed,8.6,attr_trackNumber,3000
12 Nov 2019 - 12:47:40.000,blah_a,blah_b,43.92,12345678901,attr_bearing,0.09817477,e61,attr_countryAbbreviation,,attr_course,0.463972435,89.08,attr_latitude,-0.806289306,44.88,attr_longitude,0.783303768,attr_speed,2.8,attr_trackNumber,3003
12 Nov 2019 - 12:47:40.000,blah_a,blah_b,54.92,12345678902,attr_bearing,0.09817477,e62,attr_countryAbbreviation,,attr_course,0.655958653,89.58,attr_latitude,-0.807007437,44.98,attr_longitude,0.785049098,attr_speed,4.8,attr_trackNumber,3002
12 Nov 2019 - 12:47:40.000,blah_a,blah_b,32.92,12345678903,attr_bearing,0.09817477,e63,attr_countryAbbreviation,GBR,attr_course,0.847944871,89.68,attr_latitude,-0.807191241,45.18,attr_longitude,0.788539756,attr_speed,6.8,attr_trackNumber,1
12 Nov 2019 - 12:47:40.000,blah_a,blah_b,21.92,12345678904,attr_bearing,0.09817477,e64,attr_countryAbbreviation,FRA,attr_course,1.039931089,89.28,attr_latitude,-0.808435954,45.28,attr_longitude,0.790285085,attr_speed,8.8,attr_trackNumber,3000
12 Nov 2019 - 12:48:20.000,blah_a,blah_b,43.9,12345678901,attr_bearing,0.09817477,e65,attr_countryAbbreviation,,attr_course,0.483972435,89.1,attr_latitude,-0.809115305,44.85,attr_longitude,0.78278017,attr_speed,3,attr_trackNumber,3003
12 Nov 2019 - 12:48:20.000,blah_a,blah_b,54.9,12345678902,attr_bearing,0.09817477,e66,attr_countryAbbreviation,,attr_course,0.675958653,89.6,attr_latitude,-0.811071962,44.95,attr_longitude,0.784525499,attr_speed,5,attr_trackNumber,3002
12 Nov 2019 - 12:48:20.000,blah_a,blah_b,32.9,12345678903,attr_bearing,0.09817477,e67,attr_countryAbbreviation,GBR,attr_course,0.867944871,89.7,attr_latitude,-0.811705764,45.15,attr_longitude,0.788016157,attr_speed,7,attr_trackNumber,1
12 Nov 2019 - 12:48:20.000,blah_a,blah_b,21.9,12345678904,attr_bearing,0.09817477,e68,attr_countryAbbreviation,FRA,attr_course,1.059931089,89.3,attr_latitude,-0.812658168,45.25,attr_longitude,0.789761487,attr_speed,9,attr_trackNumber,3000
12 Nov 2019 - 12:49:00.000,blah_a,blah_b,43.88,12345678901,attr_bearing,0.09817477,e69,attr_countryAbbreviation,,attr_course,0.503972435,89.12,attr_latitude,-0.813177404,44.82,attr_longitude,0.782256571,attr_speed,3.2,attr_trackNumber,3003
12 Nov 2019 - 12:49:00.000,blah_a,blah_b,54.88,12345678902,attr_bearing,0.09817477,e70,attr_countryAbbreviation,,attr_course,0.695958653,89.62,attr_latitude,-0.814176283,44.92,attr_longitude,0.7840019,attr_speed,5.2,attr_trackNumber,3002
12 Nov 2019 - 12:49:00.000,blah_a,blah_b,32.88,12345678903,attr_bearing,0.09817477,e71,attr_countryAbbreviation,GBR,attr_course,0.887944871,89.72,attr_latitude,-0.814708703,45.12,attr_longitude,0.787492558,attr_speed,7.2,attr_trackNumber,1
12 Nov 2019 - 12:49:00.000,blah_a,blah_b,21.88,12345678904,attr_bearing,0.09817477,e72,attr_countryAbbreviation,FRA,attr_course,1.079931089,89.32,attr_latitude,-0.81524047,45.22,attr_longitude,0.789237888,attr_speed,9.2,attr_trackNumber,3000
12 Nov 2019 - 12:49:40.000,blah_a,blah_b,43.86,12345678901,attr_bearing,0.09817477,e73,attr_countryAbbreviation,,attr_course,0.523972435,89.14,attr_latitude,-0.816495927,44.79,attr_longitude,0.781732972,attr_speed,3.4,attr_trackNumber,3003
12 Nov 2019 - 12:49:40.000,blah_a,blah_b,54.86,12345678902,attr_bearing,0.09817477,e74,attr_countryAbbreviation,,attr_course,0.715958653,89.64,attr_latitude,-0.816630993,44.89,attr_longitude,0.783478301,attr_speed,5.4,attr_trackNumber,3002
12 Nov 2019 - 12:49:40.000,blah_a,blah_b,32.86,12345678903,attr_bearing,0.09817477,e75,attr_countryAbbreviation,GBR,attr_course,0.907944871,89.74,attr_latitude,-0.817365479,45.09,attr_longitude,0.78696896,attr_speed,7.4,attr_trackNumber,1
12 Nov 2019 - 12:49:40.000,blah_a,blah_b,21.86,12345678904,attr_bearing,0.09817477,e76,attr_countryAbbreviation,FRA,attr_course,1.099931089,89.34,attr_latitude,-0.817862928,45.19,attr_longitude,0.788714289,attr_speed,9.4,attr_trackNumber,3000
12 Nov 2019 - 12:50:20.000,blah_a,blah_b,43.84,12345678901,attr_bearing,0.09817477,e77,attr_countryAbbreviation,,attr_course,0.543972435,89.16,attr_latitude,-0.819414766,44.76,attr_longitude,0.781209373,attr_speed,3.6,attr_trackNumber,3003
12 Nov 2019 - 12:50:20.000,blah_a,blah_b,54.84,12345678902,attr_bearing,0.09817477,e78,attr_countryAbbreviation,,attr_course,0.735958653,89.66,attr_latitude,-0.820124867,44.86,attr_longitude,0.782954702,attr_speed,5.6,attr_trackNumber,3002
