12 Nov 2019 - 12:45:00.000,blah,blah,attr_courseOverTheGround,0.383972435,attr_depth,33,attr_latitude,-0.785398163,attr_longitude,0.785398163,attr_speedOverTheGround,5
12 Nov 2019 - 12:45:30.000,blah,blah,attr_courseOverTheGround,0.41887902,attr_depth,34,attr_latitude,-0.786797404,attr_longitude,0.783853933,attr_speedOverTheGround,6
12 Nov 2019 - 12:46:00.000,blah,blah,attr_courseOverTheGround,0.453785606,attr_depth,35,attr_latitude,0,attr_longitude,0,attr_speedOverTheGround,7
12 Nov 2019 - 12:46:30.000,blah,blah,attr_courseOverTheGround,0.488692191,attr_depth,36,attr_latitude,-0.788165831,attr_longitude,0.768668655,attr_speedOverTheGround,8
12 Nov 2019 - 12:47:00.000,blah,blah,attr_courseOverTheGround,0.523598776,attr_depth,37,attr_latitude,-0.789600782,attr_longitude,0.765952588,attr_speedOverTheGround,9
12 Nov 2019 - 12:47:30.000,blah,blah,attr_courseOverTheGround,0.558505361,attr_depth,38,attr_latitude,-0.790543093,attr_longitude,0.756485168,attr_speedOverTheGround,10
12 Nov 2019 - 12:48:00.000,blah,blah,attr_courseOverTheGround,0.593411946,attr_depth,39,attr_latitude,-0.791175082,attr_longitude,0.753128585,attr_speedOverTheGround,11
12 Nov 2019 - 12:48:30.000,blah,blah,attr_courseOverTheGround,0.628318531,attr_depth,40,attr_latitude,-0.792154626,attr_longitude,0.74679278,attr_speedOverTheGround,12
12 Nov 2019 - 12:49:00.000,blah,blah,attr_courseOverTheGround,0.663225116,attr_depth,41,attr_latitude,-0.792638541,attr_longitude,0.742362203,attr_speedOverTheGround,13
12 Nov 2019 - 12:49:30.000,blah,blah,attr_courseOverTheGround,0.698131701,attr_depth,42,attr_latitude,-0.793680847,attr_longitude,0.734466869,attr_speedOverTheGround,14
12 Nov 2019 - 12:50:00.000,blah,blah,attr_courseOverTheGround,0.733038286,attr_depth,43,attr_latitude,-0.794905641,attr_longitude,0.7344,attr_speedOverTheGround,15
12 Nov 2019 - 12:50:30.000,blah,blah,attr_courseOverTheGround,0.767944871,attr_depth,44,attr_latitude,-0.795151825,attr_longitude,0.722610709,attr_speedOverTheGround,16
12 Nov 2019 - 12:51:00.000,blah,blah,attr_courseOverTheGround,0.802851456,attr_depth,45,attr_latitude,-0.795932009,attr_longitude,0.718422756,attr_speedOverTheGround,17
12 Nov 2019 - 12:51:30.000,blah,blah,attr_courseOverTheGround,0.837758041,attr_depth,46,attr_latitude,-0.796377213,attr_longitude,0.713902222,attr_speedOverTheGround,18
12 Nov 2019 - 12:52:00.000,blah,blah,attr_courseOverTheGround,0.872664626,attr_depth,47,attr_latitude,-0.798016855,attr_longitude,0.705027333,attr_speedOverTheGround,19
12 Nov 2019 - 12:52:30.000,blah,blah,attr_courseOverTheGround,0.907571211,attr_depth,48,attr_latitude,-0.799323103,attr_longitude,0.695072076,attr_speedOverTheGround,20
12 Nov 2019 - 12:53:00.000,blah,blah,attr_courseOverTheGround,0.942477796,attr_depth,49,attr_latitude,-0.801122619,attr_longitude,0.687375538,attr_speedOverTheGround,21
12 Nov 2019 - 12:53:30.000,blah,blah,attr_courseOverTheGround,0.977384381,attr_depth,50,attr_latitude,-0.802870565,attr_longitude,0.68383627,attr_speedOverTheGround,22
12 Nov 2019 - 12:54:00.000,blah,blah,attr_courseOverTheGround,1.012290966,attr_depth,51,attr_latitude,-0.803702006,attr_longitude,0.682171543,attr_speedOverTheGround,23
12 Nov 2019 - 12:54:30.000,blah,blah,attr_courseOverTheGround,1.047197551,attr_depth,52,attr_latitude,-0.804707968,attr_longitude,0.678519648,attr_speedOverTheGround,24
12 Nov 2019 - 12:55:00.000,blah,blah,attr_courseOverTheGround,1.082104136,attr_depth,53,attr_latitude,-0.805416255,attr_longitude,0.669371309,attr_speedOverTheGround,25
12 Nov 2019 - 12:55:30.000,blah,blah,attr_courseOverTheGround,1.117010721,attr_depth,54,attr_latitude,-0.807238024,attr_longitude,0.66726591,attr_speedOverTheGround,26
12 Nov 2019 - 12:56:00.000,blah,blah,attr_courseOverTheGround,1.151917306,attr_depth,55,attr_latitude,-0.807252859,attr_longitude,0.664974801,attr_speedOverTheGround,27
12 Nov 2019 - 12:56:30.000,blah,blah,attr_courseOverTheGround,1.186823891,attr_depth,56,attr_latitude,-0.807608842,attr_longitude,0.662292637,attr_speedOverTheGround,28
12 Nov 2019 - 12:57:00.000,blah,blah,attr_courseOverTheGround,1.221730476,attr_depth,57,attr_latitude,-0.807610013,attr_longitude,0.65983437,attr_speedOverTheGround,29
12 Nov 2019 - 12:57:30.000,blah,blah,attr_courseOverTheGround,1.256637061,attr_depth,58,attr_latitude,-0.807860199,attr_longitude,0.65942718,attr_speedOverTheGround,30
12 Nov 2019 - 12:58:00.000,blah,blah,attr_courseOverTheGround,1.291543646,attr_depth,59,attr_latitude,-0.808049394,attr_longitude,0.657603765,attr_speedOverTheGround,31
