0,2549.11
2.5,2544.57
5,2540.03
7.5,2535.49
10,2530.96
12.5,2526.42
15,2521.89
17.5,2517.36
20,2512.83
22.5,2508.31
25,2503.79
27.5,2499.26
30,2494.74
32.5,2490.23
35,2485.71
37.5,2481.20
40,2476.69
42.5,2472.18
45,2467.67
47.5,2463.17
50,2458.66
52.5,2454.16
55,2449.66
57.5,2445.17
60,2440.67
62.5,2436.18
65,2431.69
67.5,2427.21
70,2422.72
72.5,2418.24
75,2413.76
77.5,2409.28
80,2404.80
82.5,2400.33
85,2395.85
87.5,2391.39
90,2386.92
92.5,2382.45
95,2377.99
97.5,2373.53
100,2369.07
102.5,2364.62
105,2360.16
107.5,2355.71
110,2351.27
112.5,2346.82
115,2342.38
117.5,2337.94
120,2333.50
122.5,2329.06
125,2324.63
127.5,2320.20
130,2315.77
132.5,2311.34
135,2306.92
137.5,2302.50
140,2298.08
142.5,2293.67
145,2289.25
147.5,2284.84
150,2280.44
152.5,2276.03
155,2271.63
157.5,2267.23
160,2262.83
162.5,2258.44
165,2254.05
167.5,2249.66
170,2245.27
172.5,2240.89
175,2236.51
177.5,2232.13
180,2227.76
182.5,2223.39
185,2219.02
187.5,2214.65
190,2210.29
192.5,2205.93
195,2201.57
197.5,2197.22
200,2192.87
202.5,2188.52
205,2184.17
207.5,2179.83
210,2175.49
212.5,2171.16
215,2166.82
217.5,2162.50
220,2158.17
222.5,2153.85
225,2149.53
227.5,2145.21
230,2140.89
232.5,2136.58
235,2132.28
237.5,2127.97
240,2123.67
242.5,2119.37
245,2115.08
247.5,2110.79
250,2106.50
252.5,2102.22
255,2097.94
257.5,2093.66
260,2089.39
262.5,2085.12
265,2080.85
267.5,2076.59
270,2072.33
272.5,2068.07
275,2063.82
277.5,2059.57
280,2055.32
282.5,2051.08
285,2046.84
287.5,2042.61
290,2038.38
292.5,2034.15
295,2029.93
297.5,2025.71
300,2021.49
302.5,2017.28
305,2013.07
307.5,2008.87
310,2004.67
312.5,2000.47
315,1996.28
317.5,1992.09
320,1987.91
322.5,1983.73
325,1979.55
327.5,1975.38
330,1971.21
332.5,1967.05
335,1962.89
337.5,1958.73
340,1954.58
342.5,1950.44
345,1946.29
347.5,1942.15
350,1938.02
352.5,1933.89
355,1929.77
357.5,1925.64
360,1921.53
362.5,1917.42
365,1913.31
367.5,1909.21
370,1905.11
372.5,1901.01
375,1896.92
377.5,1892.84
380,1888.76
382.5,1884.68
385,1880.61
387.5,1876.55
390,1872.49
392.5,1868.43
395,1864.38
397.5,1860.33
400,1856.29
402.5,1852.25
405,1848.22
407.5,1844.20
410,1840.17
412.5,1836.16
415,1832.15
417.5,1828.14
420,1824.14
422.5,1820.14
425,1816.15
427.5,1812.17
430,1808.19
432.5,1804.21
435,1800.24
437.5,1796.28
440,1792.32
442.5,1788.37
445,1784.42
447.5,1780.48
450,1776.54
452.5,1772.61
455,1768.69
457.5,1764.77
460,1760.86
462.5,1756.95
465,1753.05
467.5,1749.15
470,1745.26
472.5,1741.38
475,1737.50
477.5,1733.63
480,1729.76
482.5,1725.90
485,1722.05
487.5,1718.20
490,1714.36
492.5,1710.52
495,1706.70
497.5,1702.87
500,1699.06
502.5,1695.25
505,1691.45
507.5,1687.65
510,1683.86
512.5,1680.08
515,1676.30
517.5,1672.53
520,1668.77
522.5,1665.01
525,1661.26
527.5,1657.52
530,1653.79
532.5,1650.06
535,1646.34
537.5,1642.62
540,1638.92
542.5,1635.22
545,1631.52
547.5,1627.84
550,1624.16
552.5,1620.49
555,1616.83
557.5,1613.17
560,1609.52
562.5,1605.88
565,1602.25
567.5,1598.62
570,1595.01
572.5,1591.40
575,1587.80
577.5,1584.20
580,1580.62
582.5,1577.04
585,1573.47
587.5,1569.91
590,1566.35
592.5,1562.81
595,1559.27
597.5,1555.74
600,1552.22
602.5,1548.71
605,1545.21
607.5,1541.71
610,1538.23
612.5,1534.75
615,1531.28
617.5,1527.82
620,1524.37
622.5,1520.93
625,1517.50
627.5,1514.07
630,1510.66
632.5,1507.25
635,1503.86
637.5,1500.47
640,1497.09
642.5,1493.72
645,1490.36
647.5,1487.01
650,1483.68
652.5,1480.35
655,1477.03
657.5,1473.72
660,1470.41
662.5,1467.12
665,1463.84
667.5,1460.57
670,1457.31
672.5,1454.06
675,1450.82
677.5,1447.60
680,1444.38
682.5,1441.17
685,1437.97
687.5,1434.78
690,1431.61
692.5,1428.44
695,1425.29
697.5,1422.14
700,1419.01
702.5,1415.89
705,1412.78
707.5,1409.68
710,1406.59
712.5,1403.52
715,1400.45
717.5,1397.40
720,1394.36
722.5,1391.33
725,1388.31
727.5,1385.30
730,1382.31
732.5,1379.32
735,1376.35
737.5,1373.39
740,1370.45
742.5,1367.51
745,1364.59
747.5,1361.68
750,1358.79
752.5,1355.90
755,1353.03
757.5,1350.17
760,1347.33
762.5,1344.49
765,1341.67
767.5,1338.87
770,1336.07
772.5,1333.29
775,1330.53
777.5,1327.77
780,1325.03
782.5,1322.31
785,1319.59
787.5,1316.90
790,1314.21
792.5,1311.54
795,1308.88
797.5,1306.24
800,1303.61
802.5,1301.00
805,1298.40
807.5,1295.81
810,1293.24
812.5,1290.68
815,1288.14
817.5,1285.62
820,1283.10
822.5,1280.61
825,1278.13
827.5,1275.66
830,1273.21
832.5,1270.77
835,1268.35
837.5,1265.95
840,1263.56
842.5,1261.18
845,1258.83
847.5,1256.48
850,1254.16
852.5,1251.85
855,1249.55
857.5,1247.28
860,1245.01
862.5,1242.77
865,1240.54
867.5,1238.33
870,1236.13
872.5,1233.96
875,1231.79
877.5,1229.65
880,1227.52
882.5,1225.41
885,1223.32
887.5,1221.24
890,1219.18
892.5,1217.14
895,1215.12
897.5,1213.11
900,1211.12
902.5,1209.15
905,1207.20
907.5,1205.27
910,1203.35
912.5,1201.45
915,1199.57
917.5,1197.71
920,1195.87
922.5,1194.04
925,1192.24
927.5,1190.45
930,1188.68
